temp_K,radius_um,time_s,time_label,distance_from_surface_um,radial_position_um,cu_wt_pct
1723,500,60,1 min,169.49152542372883,669.4915254237288,0.3000329560353662
1723,500,60,1 min,254.23728813559322,754.2372881355932,0.29999381273829767
1723,500,60,1 min,338.98305084745766,838.9830508474577,0.30000127016425526
1723,500,60,1 min,423.7288135593221,923.7288135593221,0.2999997249562811
1723,500,60,1 min,508.47457627118644,1008.4745762711864,0.30000006170094906
1723,500,60,1 min,593.220338983051,1093.220338983051,0.29999998580696285
1723,500,60,1 min,677.9661016949153,1177.9661016949153,0.3000000033264746
1723,500,60,1 min,762.7118644067797,1262.7118644067796,0.29999999920898746
1723,500,60,1 min,847.4576271186442,1347.4576271186443,0.30000000019028067
1723,500,60,1 min,932.2033898305085,1432.2033898305085,0.29999999995379417
1723,500,60,1 min,1016.9491525423729,1516.9491525423728,0.3000000000113085
1723,500,60,1 min,1101.6949152542372,1601.6949152542372,0.2999999999972141
1723,500,60,1 min,1186.440677966102,1686.440677966102,0.3000000000006899
1723,500,60,1 min,1271.1864406779662,1771.1864406779662,0.2999999999998285
1723,500,60,1 min,1355.9322033898306,1855.9322033898306,0.3000000000000427
1723,500,60,1 min,1440.677966101695,1940.677966101695,0.29999999999998983
1723,500,60,1 min,1525.4237288135594,2025.4237288135594,0.30000000000000193
1723,500,60,1 min,1610.1694915254238,2110.169491525424,0.2999999999999994
1723,500,60,1 min,1694.9152542372883,2194.9152542372885,0.30000000000000016
1723,500,60,1 min,1779.6610169491528,2279.661016949153,0.29999999999999966
1723,500,60,1 min,1864.406779661017,2364.406779661017,0.2999999999999997
1723,500,60,1 min,1949.1525423728815,2449.1525423728817,0.2999999999999997
1723,500,60,1 min,2033.8983050847457,2533.8983050847455,0.3
1723,500,60,1 min,2118.64406779661,2618.64406779661,0.29999999999999977
1723,500,60,1 min,2203.3898305084745,2703.3898305084745,0.3
1723,500,60,1 min,2288.135593220339,2788.135593220339,0.3
1723,500,60,1 min,2372.881355932204,2872.881355932204,0.29999999999999966
1723,500,60,1 min,2457.627118644068,2957.627118644068,0.3
1723,500,60,1 min,2542.3728813559323,3042.3728813559323,0.3
1723,500,60,1 min,2627.118644067797,3127.118644067797,0.2999999999999999
1723,500,60,1 min,2711.8644067796613,3211.8644067796613,0.3
1723,500,60,1 min,2796.6101694915255,3296.6101694915255,0.29999999999999977
1723,500,60,1 min,2881.35593220339,3381.35593220339,0.3
1723,500,60,1 min,2966.1016949152545,3466.1016949152545,0.29999999999999977
1723,500,60,1 min,3050.8474576271187,3550.8474576271187,0.29999999999999977
1723,500,60,1 min,3135.593220338983,3635.593220338983,0.30000000000000016
1723,500,60,1 min,3220.3389830508477,3720.3389830508477,0.29999999999999966
1723,500,60,1 min,3305.0847457627124,3805.0847457627124,0.3000000000000004
1723,500,60,1 min,3389.8305084745766,3889.8305084745766,0.29999999999999954
1723,500,60,1 min,3474.576271186441,3974.576271186441,0.30000000000000004
1723,500,60,1 min,3559.3220338983056,4059.3220338983056,0.29999999999999977
1723,500,60,1 min,3644.06779661017,4144.06779661017,0.3000000000000001
1723,500,60,1 min,3728.813559322034,4228.813559322034,0.3
1723,500,60,1 min,3813.5593220338983,4313.559322033898,0.3000000000000004
1723,500,60,1 min,3898.305084745763,4398.305084745763,0.2999999999999997
1723,500,60,1 min,3983.0508474576277,4483.050847457627,0.2999999999999995
1723,500,60,1 min,4067.7966101694915,4567.796610169491,0.30000000000000016
1723,500,60,1 min,4152.542372881357,4652.542372881357,0.29999999999999927
1723,500,60,1 min,4237.28813559322,4737.28813559322,0.30000000000000016
1723,500,60,1 min,4322.033898305085,4822.033898305085,0.29999999999999927
1723,500,60,1 min,4406.779661016949,4906.779661016949,0.30000000000000016
1723,500,60,1 min,4491.525423728814,4991.525423728814,0.29999999999999977
1723,500,60,1 min,4576.271186440678,5076.271186440678,0.29999999999999954
1723,500,60,1 min,4661.016949152543,5161.016949152543,0.3000000000000001
1723,500,60,1 min,4745.762711864408,5245.762711864408,0.3
1723,500,60,1 min,4830.5084745762715,5330.5084745762715,0.2999999999999995
1723,500,60,1 min,4915.254237288136,5415.254237288136,0.2999999999999998
1723,500,60,1 min,5000.0,5500.0,0.2999999999999993
1723,500,300,5 min,0.0,500.0,0.010000000000000005
1723,500,300,5 min,84.74576271186442,584.7457627118645,0.2989664499364797
1723,500,300,5 min,169.49152542372883,669.4915254237288,0.3001589762107847
1723,500,300,5 min,254.23728813559322,754.2372881355932,0.2999708609066462
1723,500,300,5 min,338.98305084745766,838.9830508474577,0.30000583918815305
1723,500,300,5 min,423.7288135593221,923.7288135593221,0.29999876601533154
1723,500,300,5 min,508.47457627118644,1008.4745762711864,0.30000027008393293
1723,500,300,5 min,593.220338983051,1093.220338983051,0.2999999394026221
1723,500,300,5 min,677.9661016949153,1177.9661016949153,0.3000000138483779
1723,500,300,5 min,762.7118644067797,1262.7118644067796,0.2999999967900946
1723,500,300,5 min,847.4576271186442,1347.4576271186443,0.3000000007523997
1723,500,300,5 min,932.2033898305085,1432.2033898305085,0.29999999982203296
1723,500,300,5 min,1016.9491525423729,1516.9491525423728,0.3000000000424092
1723,500,300,5 min,1101.6949152542372,1601.6949152542372,0.2999999999898307
1723,500,300,5 min,1186.440677966102,1686.440677966102,0.30000000000245053
1723,500,300,5 min,1271.1864406779662,1771.1864406779662,0.29999999999940663
1723,500,300,5 min,1355.9322033898306,1855.9322033898306,0.3000000000001436
1723,500,300,5 min,1440.677966101695,1940.677966101695,0.2999999999999648
1723,500,300,5 min,1525.4237288135594,2025.4237288135594,0.30000000000000804
1723,500,300,5 min,1610.1694915254238,2110.169491525424,0.29999999999999805
1723,500,300,5 min,1694.9152542372883,2194.9152542372885,0.2999999999999997
1723,500,300,5 min,1779.6610169491528,2279.661016949153,0.29999999999999943
1723,500,300,5 min,1864.406779661017,2364.406779661017,0.2999999999999994
1723,500,300,5 min,1949.1525423728815,2449.1525423728817,0.29999999999999954
1723,500,300,5 min,2033.8983050847457,2533.8983050847455,0.3
1723,500,300,5 min,2118.64406779661,2618.64406779661,0.29999999999999954
1723,500,300,5 min,2203.3898305084745,2703.3898305084745,0.2999999999999996
1723,500,300,5 min,2288.135593220339,2788.135593220339,0.2999999999999991
1723,500,300,5 min,2372.881355932204,2872.881355932204,0.29999999999999954
1723,500,300,5 min,2457.627118644068,2957.627118644068,0.2999999999999994
1723,500,300,5 min,2542.3728813559323,3042.3728813559323,0.29999999999999916
1723,500,300,5 min,2627.118644067797,3127.118644067797,0.29999999999999943
1723,500,300,5 min,2711.8644067796613,3211.8644067796613,0.2999999999999994
1723,500,300,5 min,2796.6101694915255,3296.6101694915255,0.2999999999999995
1723,500,300,5 min,2881.35593220339,3381.35593220339,0.2999999999999999
1723,500,300,5 min,2966.1016949152545,3466.1016949152545,0.2999999999999991
1723,500,300,5 min,3050.8474576271187,3550.8474576271187,0.2999999999999996
1723,500,300,5 min,3135.593220338983,3635.593220338983,0.2999999999999996
1723,500,300,5 min,3220.3389830508477,3720.3389830508477,0.29999999999999943
1723,500,300,5 min,3305.0847457627124,3805.0847457627124,0.30000000000000016
1723,500,300,5 min,3389.8305084745766,3889.8305084745766,0.2999999999999993
1723,500,300,5 min,3474.576271186441,3974.576271186441,0.29999999999999966
1723,500,300,5 min,3559.3220338983056,4059.3220338983056,0.2999999999999994
1723,500,300,5 min,3644.06779661017,4144.06779661017,0.29999999999999943
